NAME,TYPE,ALIAS,LENGTH,DEFAULT,DOMAIN
TIPID,TEXT,TIPID,10
COMPLETION_YEAR,SHORT,COMPLETION_YEAR,,9999
MCP_ID,TEXT,MCP_ID,6
RSP_ID,LONG,RSP_ID
RCP_ID,LONG,RCP_ID
NOTES,TEXT,NOTES,255
