NAME,TYPE,ALIAS,LENGTH,DEFAULT,DOMAIN
TRANSIT_LINE,TEXT,TRANSIT_LINE,6
DESCRIPTION,TEXT,DESCRIPTION,50
MODE,TEXT,MODE,1,,BUSMODE
VEHICLE_TYPE,TEXT,VEHICLE_TYPE,2,,CTVEH
HEADWAY,SHORT,HEADWAY,,,POSITIVE
SPEED,SHORT,SPEED,,,POSITIVE
SCENARIO,TEXT,SCENARIO,10
REPLACE,TEXT,REPLACE,50
REROUTE,TEXT,REROUTE,50
TOD,TEXT,TOD,10,0
NOTES,TEXT,NOTES,50
