NAME,TYPE,ALIAS,LENGTH,DEFAULT,DOMAIN
TRANSIT_LINE,TEXT,TRANSIT_LINE,6
DESCRIPTION,TEXT,DESCRIPTION,50
MODE,TEXT,MODE,1,,BUSMODE
VEHICLE_TYPE,TEXT,VEHICLE_TYPE,2,,CTVEH
HEADWAY,SHORT,HEADWAY,,,POSITIVE
SPEED,SHORT,SPEED,,,POSITIVE
ROUTE_ID,TEXT,ROUTE_ID,5
LONGNAME,TEXT,LONGNAME,50
DIRECTION,TEXT,DIRECTION,5
TERMINAL,TEXT,TERMINAL,50
START,LONG,START
STARTHOUR,SHORT,STARTHOUR,,,HOUR
AM_SHARE,DOUBLE,AM_SHARE
FEEDLINE,TEXT,FEEDLINE,20
